"config_id"	"report_type"	"external_report_type"	"grain"	"attributes"	"n_attributes"	"metrics"	"n_metrics"	"required_filters"	"filters_applied"	"unmet_required_filters"	"date_start"	"date_end"	"agency"	"status"	"error"
"C22"	"INTERNAL_PERF_CAMPAIGN_LOOKUP"	"CAMPAIGN_LOOKUP_REPORT"	"EXTREME_ALL_ATTRIBUTES"	"marketing_campaign_id,campaign_id,campaign_group_id,marketing_campaign_group_id,os_client_id,campaign_name,campaign_type,campaign_subtype,bidding_strategy,campaign_status"	"10"	"placeholder_metric"	"1"	""	""	""	"2026-07-19"	"2026-07-21"	"105"	"RESOLVER_FAILED"	"HTTP 500: {""message"":""Error while fetching report query: Error: report type 'INTERNAL_PERF_CAMPAIGN_LOOKUP' is not configured yet."",""code"":""INTERNAL_SERVER_ERROR"",""success"":false}"
