"config_id"	"report_type"	"external_report_type"	"grain"	"attributes"	"n_attributes"	"metrics"	"n_metrics"	"required_filters"	"filters_applied"	"unmet_required_filters"	"date_start"	"date_end"	"agency"	"status"	"error"
"C34"	"INTERNAL_PERF_MERCHANT_LOOKUP"	"MERCHANT_LOOKUP_REPORT"	"EXTREME_ALL_ATTRIBUTES"	"merchant_id,os_client_id,merchant_name"	"3"	"placeholder_metric"	"1"	""	""	""	"2026-07-19"	"2026-07-21"	"105"	"RESOLVER_FAILED"	"HTTP 500: {""message"":""Error while fetching report query: Error: report type 'INTERNAL_PERF_MERCHANT_LOOKUP' is not configured yet."",""code"":""INTERNAL_SERVER_ERROR"",""success"":false}"
