"config_id"	"report_type"	"external_report_type"	"grain"	"attributes"	"n_attributes"	"metrics"	"n_metrics"	"required_filters"	"filters_applied"	"unmet_required_filters"	"date_start"	"date_end"	"agency"	"status"	"error"
"C31"	"INTERNAL_PERF_FILTER_PRESENCE_RR"	"FILTER_PRESENCE_RR_REPORT"	"EXTREME_ALL_ATTRIBUTES"	"page_type,category_l1,category_l2,category_l3"	"4"	"total_requests,total_responses,brands_present_req,brands_present_res,brands_absent_req,brands_absent_res,zone_present_req,zone_present_res,zone_absent_req,zone_absent_res,storeid_present_req,storeid_present_res,storeid_absent_req,storeid_absent_res,network_present_req,network_present_res,network_absent_req,network_absent_res,city_present_req,city_present_res,city_absent_req,city_absent_res,state_present_req,state_present_res,state_absent_req,state_absent_res,country_present_req,country_present_res,country_absent_req,country_absent_res,device_present_req,device_present_res,device_absent_req,device_absent_res"	"34"	""	""	""	"2026-07-19"	"2026-07-21"	"105"	"RESOLVER_FAILED"	"HTTP 500: {""message"":""Error while fetching report query: Error: report type 'INTERNAL_PERF_FILTER_PRESENCE_RR' is not configured yet."",""code"":""INTERNAL_SERVER_ERROR"",""success"":false}"
